Reporting_Period,County,Facility_Name,    Number_of_Incarcerated_in_the_Facility    ,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
02/20/21,Butte,Butte County Jail,550,<11,0,0,0,0,0,0,0,,,,,
02/27/21,Butte,Butte County Jail,557,<11,0,0,0,0,0,0,0,,,,,
03/06/21,Butte,Butte County Jail,578,<11,0,0,0,0,0,0,0,,,,,
03/13/21,Butte,Butte County Jail,572,<11,0,0,0,0,0,0,0,,,,,
03/20/21,Butte,Butte County Jail,570,55,<11,,,,0,<11,0,,,,,
03/27/21,Butte,Butte County Jail,544,19,0,,,,0,<11,0,,,,,
04/03/21,Butte,Butte County Jail,561,30,0,0,0,<11,0,0,0,,,,,
04/10/21,Butte,Butte County Jail,556,<11,0,0,0,0,0,0,0,,,,,
04/17/21,Butte,Butte County Jail,558,14,0,0,0,0,0,0,0,,,,,
04/24/21,Butte,Butte County Jail,546,<11,0,,,,0,0,0,,,,,
05/01/21,Butte,Butte County Jail,548,14,0,0,0,0,0,0,0,,,,,
05/08/21,Butte,Butte County Jail,548,<11,<11,,,,0,0,0,,,,,
05/15/21,Butte,Butte County Jail,570,<11,0,0,0,0,0,0,0,,,,,
05/22/21,Butte,Butte County Jail,569,16,0,0,0,0,0,0,0,,,,,
05/29/21,Butte,Butte County Jail,577,<11,0,0,0,0,0,0,0,,,,,
06/05/21,Butte,Butte County Jail,580,85,<11,0,0,<11,0,0,0,,,,,
06/12/21,Butte,Butte County Jail,553,54,0,0,0,<11,0,<11,0,,,,,
06/19/21,Butte,Butte County Jail,521,62,<11,0,0,<11,0,<11,0,,,,,
06/26/21,Butte,Butte County Jail,531,89,<11,0,0,<11,0,0,0,,,,,
07/03/21,Butte,Butte County Jail,508,90,<11,0,0,<11,0,<11,0,,,,,
07/10/21,Butte,Butte County Jail,517,109,18,0,0,18,0,0,0,,,,,
07/17/21,Butte,Butte County Jail,516,67,<11,0,0,<11,0,13,0,,,,,
07/24/21,Butte,Butte County Jail,533,29,0,0,0,0,0,<11,0,,,,,
07/31/21,Butte,Butte County Jail,538,37,0,0,0,0,0,0,0,,,,,
08/07/21,Butte,Butte County Jail,532,<11,0,0,0,0,0,<11,0,,,,,
08/14/21,Butte,Butte County Jail,538,<11,0,0,0,0,0,0,0,,,,,
08/21/21,Butte,Butte County Jail,534,234,0,0,0,0,0,0,0,,,,,
08/28/21,Butte,Butte County Jail,533,64,<11,0,0,<11,0,0,0,,,,,
09/04/21,Butte,Butte County Jail,537,146,<11,0,0,<11,0,0,0,,,,,
09/11/21,Butte,Butte County Jail,541,73,17,0,0,17,0,<11,0,,,,,
09/18/21,Butte,Butte County Jail,547,30,<11,,,,0,<11,0,,,,,
09/25/21,Butte,Butte County Jail,540,129,36,,,,0,17,0,,,,,
10/02/21,Butte,Butte County Jail,536,94,<11,,,,0,47,0,,,,,
10/09/21,Butte,Butte County Jail,536,<11,0,0,0,0,0,<11,0,,,,,
10/16/21,Butte,Butte County Jail,559,<11,0,0,0,0,0,<11,0,,,,,
10/23/21,Butte,Butte County Jail,524,167,<11,0,0,<11,0,<11,0,,,,,
10/30/21,Butte,Butte County Jail,556,112,<11,0,0,<11,0,<11,0,,,,,
11/06/21,Butte,Butte County Jail,559,77,0,0,0,0,0,<11,0,,,,,
11/13/21,Butte,Butte County Jail,561,84,0,0,0,0,0,0,0,,,,,
11/20/21,Butte,Butte County Jail,545,75,0,0,0,0,0,0,0,,,,,
11/27/21,Butte,Butte County Jail,551,50,0,0,0,0,0,0,0,,,,,
12/04/21,Butte,Butte County Jail,545,60,0,0,0,0,0,0,0,,,,,
12/11/21,Butte,Butte County Jail,545,156,0,0,0,0,0,0,0,,,,,
12/18/21,Butte,Butte County Jail,516,156,0,0,0,0,0,0,0,,,,,
12/25/21,Butte,Butte County Jail,525,79,<11,0,0,0,0,0,0,,,,,
01/01/22,Butte,Butte County Jail,518,40,<11,0,0,0,0,0,0,,,,,
01/08/22,Butte,Butte County Jail,522,124,<11,0,0,<11,0,<11,0,,,,,
01/15/22,Butte,Butte County Jail,533,71,18,0,0,18,0,<11,0,,,,,
01/22/22,Butte,Butte County Jail,531,127,37,0,<11,37,0,<11,0,,,,,
01/29/22,Butte,Butte County Jail,518,85,<11,<11,0,<11,0,0,0,,,,,
02/05/22,Butte,Butte County Jail,521,27,<11,0,0,<11,0,<11,0,,,,,
02/12/22,Butte,Butte County Jail,522,46,<11,0,0,<11,0,0,0,,,,,
02/19/22,Butte,Butte County Jail,522,33,<11,0,0,<11,0,<11,0,,,,,
02/26/22,Butte,Butte County Jail,U,<11,0,0,0,0,0,<11,0,,,,,
03/05/22,Butte,Butte County Jail,562,<11,0,0,0,0,0,0,0,,,,,
03/12/22,Butte,Butte County Jail,578,<11,0,0,0,0,0,<11,0,,,,,
03/19/22,Butte,Butte County Jail,564,<11,0,0,0,0,0,0,0,,,,,
03/26/22,Butte,Butte County Jail,549,27,0,0,0,0,0,0,0,,,,,
07/25/20,Butte,,,,,,,,,,,,29,<11,0,
08/01/20,Butte,,,,,,,,,,,,21,<11,<11,
08/08/20,Butte,,,,,,,,,,,,15,<11,<11,
08/15/20,Butte,,,,,,,,,,,,<11,<11,<11,
08/22/20,Butte,,,,,,,,,,,,16,<11,<11,
08/29/20,Butte,,,,,,,,,,,,12,<11,<11,
09/05/20,Butte,,,,,,,,,,,,<11,<11,<11,
09/12/20,Butte,,,,,,,,,,,,0,0,<11,
09/19/20,Butte,,,,,,,,,,,,<11,0,0,
09/26/20,Butte,,,,,,,,,,,,0,0,0,
10/03/20,Butte,,,,,,,,,,,,<11,0,0,
10/10/20,Butte,,,,,,,,,,,,0,0,0,
10/17/20,Butte,,,,,,,,,,,,0,0,0,
10/24/20,Butte,,,,,,,,,,,,<11,0,0,
10/31/20,Butte,,,,,,,,,,,,0,0,0,
11/07/20,Butte,,,,,,,,,,,,0,0,0,
11/14/20,Butte,,,,,,,,,,,,<11,0,0,
11/21/20,Butte,,,,,,,,,,,,<11,0,0,
11/28/20,Butte,,,,,,,,,,,,<11,0,0,
12/05/20,Butte,,,,,,,,,,,,<11,0,0,
12/12/20,Butte,,,,,,,,,,,,<11,<11,0,
12/19/20,Butte,,,,,,,,,,,,<11,<11,<11,
12/26/20,Butte,,,,,,,,,,,,<11,<11,<11,
01/02/21,Butte,,,,,,,,,,,,<11,<11,<11,
01/09/21,Butte,,,,,,,,,,,,<11,0,<11,
01/16/21,Butte,,,,,,,,,,,,<11,<11,<11,
01/23/21,Butte,,,,,,,,,,,,<11,0,<11,
01/30/21,Butte,,,,,,,,,,,,<11,0,0,
02/06/21,Butte,,,,,,,,,,,,0,0,0,
02/13/21,Butte,,,,,,,,,,,,0,0,0,
02/20/21,Butte,,,,,,,,,,,,0,0,0,
02/27/21,Butte,,,,,,,,,,,,0,0,0,
03/06/21,Butte,,,,,,,,,,,,0,0,0,
03/13/21,Butte,,,,,,,,,,,,<11,0,0,
03/20/21,Butte,,,,,,,,,,,,<11,<11,<11,
03/27/21,Butte,,,,,,,,,,,,<11,<11,<11,
04/03/21,Butte,,,,,,,,,,,,<11,0,<11,
04/10/21,Butte,,,,,,,,,,,,<11,<11,<11,
04/17/21,Butte,,,,,,,,,,,,<11,0,<11,
04/24/21,Butte,,,,,,,,,,,,0,0,0,
05/01/21,Butte,,,,,,,,,,,,<11,0,0,
05/08/21,Butte,,,,,,,,,,,,0,0,0,
05/15/21,Butte,,,,,,,,,,,,0,0,0,
05/22/21,Butte,,,,,,,,,,,,<11,0,0,
05/29/21,Butte,,,,,,,,,,,,0,0,0,
06/05/21,Butte,,,,,,,,,,,,<11,<11,0,
06/12/21,Butte,,,,,,,,,,,,<11,<11,0,
06/19/21,Butte,,,,,,,,,,,,<11,<11,<11,
06/26/21,Butte,,,,,,,,,,,,<11,0,<11,
07/03/21,Butte,,,,,,,,,,,,<11,0,<11,
07/10/21,Butte,,,,,,,,,,,,0,0,0,
07/17/21,Butte,,,,,,,,,,,,0,0,0,
07/24/21,Butte,,,,,,,,,,,,0,0,0,
07/31/21,Butte,,,,,,,,,,,,0,0,0,
08/07/21,Butte,,,,,,,,,,,,0,0,0,
08/14/21,Butte,,,,,,,,,,,,0,0,0,
08/21/21,Butte,,,,,,,,,,,,<11,0,0,
08/28/21,Butte,,,,,,,,,,,,<11,<11,0,
09/04/21,Butte,,,,,,,,,,,,120,<11,0,
09/11/21,Butte,,,,,,,,,,,,150,<11,<11,
09/18/21,Butte,,,,,,,,,,,,118,<11,0,
09/25/21,Butte,,,,,,,,,,,,117,<11,0,
10/02/21,Butte,,,,,,,,,,,,45,0,0,
10/09/21,Butte,,,,,,,,,,,,65,0,<11,
10/16/21,Butte,,,,,,,,,,,,<11,<11,0,
10/23/21,Butte,,,,,,,,,,,,<11,0,<11,
10/30/21,Butte,,,,,,,,,,,,<11,<11,0,
11/06/21,Butte,,,,,,,,,,,,<11,0,0,
11/13/21,Butte,,,,,,,,,,,,<11,0,0,
11/20/21,Butte,,,,,,,,,,,,0,0,0,
11/27/21,Butte,,,,,,,,,,,,<11,0,0,
12/04/21,Butte,,,,,,,,,,,,0,0,0,
12/11/21,Butte,,,,,,,,,,,,50,0,0,
12/18/21,Butte,,,,,,,,,,,,50,0,0,
12/25/21,Butte,,,,,,,,,,,,52,0,0,
01/01/22,Butte,,,,,,,,,,,,52,<11,0,
01/08/22,Butte,,,,,,,,,,,,59,17,<11,
01/15/22,Butte,,,,,,,,,,,,65,11,<11,
01/22/22,Butte,,,,,,,,,,,,60,<11,<11,
01/29/22,Butte,,,,,,,,,,,,60,<11,<11,
02/05/22,Butte,,,,,,,,,,,,60,<11,<11,
02/12/22,Butte,,,,,,,,,,,,65,<11,<11,
02/19/22,Butte,,,,,,,,,,,,65,0,<11,
02/26/22,Butte,,,,,,,,,,,,65,0,0,
03/05/22,Butte,,,,,,,,,,,,65,0,0,
03/12/22,Butte,,,,,,,,,,,,65,0,0,
03/19/22,Butte,,,,,,,,,,,,60,0,0,
03/26/22,Butte,,,,,,,,,,,,65,0,0,
07/25/20,Calaveras,Calaveras Co. Adult Detention Facility,75,0,0,0,0,0,0,0,0,,,,,
08/01/20,Calaveras,Calaveras Co. Adult Detention Facility,83,0,0,,,,0,0,0,,,,,
08/08/20,Calaveras,Calaveras Co. Adult Detention Facility,82,0,0,,,,0,0,0,,,,,
08/15/20,Calaveras,Calaveras Co. Adult Detention Facility,81,0,0,,,,0,0,0,,,,,
08/22/20,Calaveras,Calaveras Co. Adult Detention Facility,85,0,0,,,,0,0,0,,,,,
08/29/20,Calaveras,Calaveras Co. Adult Detention Facility,86,0,0,0,,,0,0,0,,,,,
09/05/20,Calaveras,Calaveras Co. Adult Detention Facility,91,0,0,,,,0,0,0,,,,,
09/12/20,Calaveras,Calaveras Co. Adult Detention Facility,91,0,0,,,,0,0,0,,,,,
09/19/20,Calaveras,Calaveras Co. Adult Detention Facility,95,0,0,,,,0,0,0,,,,,
09/26/20,Calaveras,Calaveras Co. Adult Detention Facility,94,<11,0,,,,0,<11,0,,,,,
10/03/20,Calaveras,Calaveras Co. Adult Detention Facility,96,0,0,,,,0,0,0,,,,,
10/10/20,Calaveras,Calaveras Co. Adult Detention Facility,94,0,0,,,,0,0,0,,,,,
10/17/20,Calaveras,Calaveras Co. Adult Detention Facility,96,0,0,,,,0,0,0,,,,,
10/24/20,Calaveras,Calaveras Co. Adult Detention Facility,100,0,0,,,,0,0,0,,,,,
10/31/20,Calaveras,Calaveras Co. Adult Detention Facility,97,0,0,,,,0,0,0,,,,,
11/07/20,Calaveras,Calaveras Co. Adult Detention Facility,102,0,0,,,,0,0,0,,,,,
11/14/20,Calaveras,Calaveras Co. Adult Detention Facility,91,0,0,,,,0,0,0,,,,,
11/21/20,Calaveras,Calaveras Co. Adult Detention Facility,92,<11,0,,,,0,0,0,,,,,
11/28/20,Calaveras,Calaveras Co. Adult Detention Facility,87,0,0,,,,0,0,0,,,,,
12/05/20,Calaveras,Calaveras Co. Adult Detention Facility,84,0,0,,,,0,0,0,,,,,
12/12/20,Calaveras,Calaveras Co. Adult Detention Facility,83,0,0,,,,0,0,0,,,,,
12/19/20,Calaveras,Calaveras Co. Adult Detention Facility,84,0,0,,,,0,0,0,,,,,
12/26/20,Calaveras,Calaveras Co. Adult Detention Facility,82,0,0,,,,0,0,0,,,,,
01/02/21,Calaveras,Calaveras Co. Adult Detention Facility,88,0,0,,,,0,0,0,,,,,
01/09/21,Calaveras,Calaveras Co. Adult Detention Facility,84,0,0,,,,0,0,0,,,,,
01/16/21,Calaveras,Calaveras Co. Adult Detention Facility,88,0,0,,,,0,0,0,,,,,
01/23/21,Calaveras,Calaveras Co. Adult Detention Facility,83,0,0,,,,0,0,0,,,,,
01/30/21,Calaveras,Calaveras Co. Adult Detention Facility,88,0,0,,,,0,0,0,,,,,
02/06/21,Calaveras,Calaveras Co. Adult Detention Facility,78,0,0,,,,0,0,0,,,,,
02/13/21,Calaveras,Calaveras Co. Adult Detention Facility,86,0,0,0,,,0,0,0,,,,,
02/20/21,Calaveras,Calaveras Co. Adult Detention Facility,78,0,0,,,,0,0,0,,,,,
02/27/21,Calaveras,Calaveras Co. Adult Detention Facility,74,<11,0,,,,0,<11,0,,,,,
03/06/21,Calaveras,Calaveras Co. Adult Detention Facility,77,<11,0,,,,0,0,0,,,,,
03/13/21,Calaveras,Calaveras Co. Adult Detention Facility,73,0,0,,,,0,0,0,,,,,
03/20/21,Calaveras,Calaveras Co. Adult Detention Facility,75,0,0,,,,0,0,0,,,,,
03/27/21,Calaveras,Calaveras Co. Adult Detention Facility,72,<11,<11,,,,0,<11,0,,,,,
04/03/21,Calaveras,Calaveras Co. Adult Detention Facility,75,0,0,0,,,0,<11,0,,,,,
04/10/21,Calaveras,Calaveras Co. Adult Detention Facility,71,0,0,,,,0,0,0,,,,,
04/17/21,Calaveras,Calaveras Co. Adult Detention Facility,76,0,0,,,,0,0,0,,,,,
04/24/21,Calaveras,Calaveras Co. Adult Detention Facility,72,0,0,,,,0,0,0,,,,,
05/01/21,Calaveras,Calaveras Co. Adult Detention Facility,74,0,0,,,,0,0,0,,,,,
05/08/21,Calaveras,Calaveras Co. Adult Detention Facility,76,0,0,,,,0,0,0,,,,,
05/15/21,Calaveras,Calaveras Co. Adult Detention Facility,65,0,0,,,,0,0,0,,,,,
05/22/21,Calaveras,Calaveras Co. Adult Detention Facility,62,0,0,,,,0,0,0,,,,,
05/29/21,Calaveras,Calaveras Co. Adult Detention Facility,69,0,0,,,,0,0,0,,,,,
06/05/21,Calaveras,Calaveras Co. Adult Detention Facility,U,0,0,,,,0,0,0,,,,,
06/12/21,Calaveras,Calaveras Co. Adult Detention Facility,68,0,0,,,,0,0,0,,,,,
06/19/21,Calaveras,Calaveras Co. Adult Detention Facility,66,0,0,,,,0,0,0,,,,,
06/26/21,Calaveras,Calaveras Co. Adult Detention Facility,72,0,0,,,,0,0,0,,,,,
07/03/21,Calaveras,Calaveras Co. Adult Detention Facility,68,0,0,,,,0,0,0,,,,,
07/10/21,Calaveras,Calaveras Co. Adult Detention Facility,68,0,0,,,,0,0,0,,,,,
07/17/21,Calaveras,Calaveras Co. Adult Detention Facility,69,0,0,,,,0,0,0,,,,,
07/24/21,Calaveras,Calaveras Co. Adult Detention Facility,85,0,0,,,,0,0,0,,,,,
07/31/21,Calaveras,Calaveras Co. Adult Detention Facility,81,0,0,,,,0,0,0,,,,,
08/07/21,Calaveras,Calaveras Co. Adult Detention Facility,93,0,0,,,,0,0,0,,,,,
08/14/21,Calaveras,Calaveras Co. Adult Detention Facility,83,0,0,,,,0,0,0,,,,,
08/21/21,Calaveras,Calaveras Co. Adult Detention Facility,80,0,0,,,,0,0,0,,,,,
08/28/21,Calaveras,Calaveras Co. Adult Detention Facility,75,<11,<11,,,,0,<11,0,,,,,
09/04/21,Calaveras,Calaveras Co. Adult Detention Facility,74,0,0,,,,0,0,0,,,,,
09/11/21,Calaveras,Calaveras Co. Adult Detention Facility,78,<11,<11,,,,0,<11,0,,,,,
09/18/21,Calaveras,Calaveras Co. Adult Detention Facility,81,0,<11,,,,0,<11,0,,,,,
09/25/21,Calaveras,Calaveras Co. Adult Detention Facility,79,0,0,,,,0,0,0,,,,,
10/02/21,Calaveras,Calaveras Co. Adult Detention Facility,76,0,0,,,,0,0,0,,,,,
10/09/21,Calaveras,Calaveras Co. Adult Detention Facility,68,0,0,,,,0,0,0,,,,,
10/16/21,Calaveras,Calaveras Co. Adult Detention Facility,70,0,0,,,,0,0,0,,,,,
10/23/21,Calaveras,Calaveras Co. Adult Detention Facility,66,0,0,,,,0,0,0,,,,,
10/30/21,Calaveras,Calaveras Co. Adult Detention Facility,66,0,0,,,,0,0,0,,,,,
11/06/21,Calaveras,Calaveras Co. Adult Detention Facility,74,0,0,,,,0,0,0,,,,,
11/13/21,Calaveras,Calaveras Co. Adult Detention Facility,67,0,0,,,,0,0,0,,,,,
11/20/21,Calaveras,Calaveras Co. Adult Detention Facility,64,0,0,,,,0,0,0,,,,,
11/27/21,Calaveras,Calaveras Co. Adult Detention Facility,67,0,0,,,,0,0,0,,,,,
12/04/21,Calaveras,Calaveras Co. Adult Detention Facility,73,0,0,,,,0,0,0,,,,,
12/11/21,Calaveras,Calaveras Co. Adult Detention Facility,71,0,0,,,,0,0,0,,,,,
12/18/21,Calaveras,Calaveras Co. Adult Detention Facility,66,0,0,,,,0,0,0,,,,,
12/25/21,Calaveras,Calaveras Co. Adult Detention Facility,59,0,0,,,,0,0,0,,,,,
01/01/22,Calaveras,Calaveras Co. Adult Detention Facility,56,0,0,,,,0,0,0,,,,,
01/08/22,Calaveras,Calaveras Co. Adult Detention Facility,63,<11,<11,,,,0,<11,0,,,,,
01/15/22,Calaveras,Calaveras Co. Adult Detention Facility,61,<11,<11,,,,0,0,0,,,,,
01/22/22,Calaveras,Calaveras Co. Adult Detention Facility,61,0,0,,,,0,0,0,,,,,
01/29/22,Calaveras,Calaveras Co. Adult Detention Facility,64,<11,<11,,,,0,0,0,,,,,
02/05/22,Calaveras,Calaveras Co. Adult Detention Facility,63,0,0,,,,0,0,0,,,,,
02/12/22,Calaveras,Calaveras Co. Adult Detention Facility,66,0,0,,,,0,0,0,,,,,
02/19/22,Calaveras,Calaveras Co. Adult Detention Facility,70,0,0,,,,0,0,0,,,,,
02/26/22,Calaveras,Calaveras Co. Adult Detention Facility,69,0,0,,,,0,0,0,,,,,
03/05/22,Calaveras,Calaveras Co. Adult Detention Facility,76,0,0,,,,0,0,0,,,,,
03/12/22,Calaveras,Calaveras Co. Adult Detention Facility,78,0,0,,,,0,0,0,,,,,
03/19/22,Calaveras,Calaveras Co. Adult Detention Facility,73,0,0,,,,0,0,0,,,,,
03/26/22,Calaveras,Calaveras Co. Adult Detention Facility,68,0,0,,,,0,0,0,,,,,
07/25/20,Calaveras,,,,,,,,,,,,0,0,0,
08/01/20,Calaveras,,,,,,,,,,,,0,0,0,
08/08/20,Calaveras,,,,,,,,,,,,0,0,0,
08/15/20,Calaveras,,,,,,,,,,,,<11,0,0,
08/22/20,Calaveras,,,,,,,,,,,,0,0,0,
09/05/20,Calaveras,,,,,,,,,,,,0,0,0,
09/12/20,Calaveras,,,,,,,,,,,,0,0,0,
09/19/20,Calaveras,,,,,,,,,,,,0,0,0,
09/26/20,Calaveras,,,,,,,,,,,,0,0,0,
10/03/20,Calaveras,,,,,,,,,,,,0,0,0,
10/10/20,Calaveras,,,,,,,,,,,,0,0,0,
10/17/20,Calaveras,,,,,,,,,,,,0,0,0,
10/24/20,Calaveras,,,,,,,,,,,,0,0,0,
10/31/20,Calaveras,,,,,,,,,,,,0,0,0,
11/07/20,Calaveras,,,,,,,,,,,,0,0,0,
11/14/20,Calaveras,,,,,,,,,,,,0,0,0,
11/21/20,Calaveras,,,,,,,,,,,,0,0,0,
11/28/20,Calaveras,,,,,,,,,,,,0,0,0,
12/05/20,Calaveras,,,,,,,,,,,,0,0,0,
12/12/20,Calaveras,,,,,,,,,,,,<11,<11,<11,
12/19/20,Calaveras,,,,,,,,,,,,0,0,0,
12/26/20,Calaveras,,,,,,,,,,,,0,0,0,
01/02/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
01/09/21,Calaveras,,,,,,,,,,,,0,0,0,
01/16/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
01/23/21,Calaveras,,,,,,,,,,,,<11,0,<11,
01/30/21,Calaveras,,,,,,,,,,,,0,0,0,
02/06/21,Calaveras,,,,,,,,,,,,0,0,0,
02/13/21,Calaveras,,,,,,,,,,,,0,0,0,
02/20/21,Calaveras,,,,,,,,,,,,0,0,0,
02/27/21,Calaveras,,,,,,,,,,,,0,0,0,
03/06/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
03/13/21,Calaveras,,,,,,,,,,,,0,0,0,
03/20/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
03/27/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
04/03/21,Calaveras,,,,,,,,,,,,0,0,<11,
04/10/21,Calaveras,,,,,,,,,,,,0,0,0,
04/17/21,Calaveras,,,,,,,,,,,,0,0,0,
04/24/21,Calaveras,,,,,,,,,,,,0,0,0,
05/01/21,Calaveras,,,,,,,,,,,,0,0,0,
05/08/21,Calaveras,,,,,,,,,,,,0,0,0,
05/15/21,Calaveras,,,,,,,,,,,,0,0,0,
05/22/21,Calaveras,,,,,,,,,,,,0,0,0,
05/29/21,Calaveras,,,,,,,,,,,,0,0,0,
06/05/21,Calaveras,,,,,,,,,,,,0,0,0,
06/12/21,Calaveras,,,,,,,,,,,,0,0,0,
06/19/21,Calaveras,,,,,,,,,,,,0,0,0,
06/26/21,Calaveras,,,,,,,,,,,,0,0,0,
07/03/21,Calaveras,,,,,,,,,,,,0,0,0,
07/10/21,Calaveras,,,,,,,,,,,,0,0,0,
07/17/21,Calaveras,,,,,,,,,,,,0,0,0,
07/24/21,Calaveras,,,,,,,,,,,,0,0,0,
07/31/21,Calaveras,,,,,,,,,,,,0,0,0,
08/07/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
08/14/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
08/21/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
08/28/21,Calaveras,,,,,,,,,,,,0,0,0,
09/04/21,Calaveras,,,,,,,,,,,,0,0,0,
09/11/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
09/18/21,Calaveras,,,,,,,,,,,,<11,<11,0,
09/25/21,Calaveras,,,,,,,,,,,,0,0,0,
10/02/21,Calaveras,,,,,,,,,,,,<11,<11,0,
10/09/21,Calaveras,,,,,,,,,,,,0,0,0,
10/16/21,Calaveras,,,,,,,,,,,,0,0,0,
10/23/21,Calaveras,,,,,,,,,,,,0,0,0,
10/30/21,Calaveras,,,,,,,,,,,,0,0,0,
11/06/21,Calaveras,,,,,,,,,,,,0,0,0,
11/13/21,Calaveras,,,,,,,,,,,,0,0,0,
11/20/21,Calaveras,,,,,,,,,,,,0,0,0,
11/27/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
12/04/21,Calaveras,,,,,,,,,,,,0,0,0,
12/11/21,Calaveras,,,,,,,,,,,,0,0,0,
12/18/21,Calaveras,,,,,,,,,,,,0,0,0,
12/25/21,Calaveras,,,,,,,,,,,,<11,<11,<11,
01/01/22,Calaveras,,,,,,,,,,,,0,0,0,
01/08/22,Calaveras,,,,,,,,,,,,<11,<11,<11,
01/15/22,Calaveras,,,,,,,,,,,,<11,<11,<11,
01/22/22,Calaveras,,,,,,,,,,,,<11,<11,0,
01/29/22,Calaveras,,,,,,,,,,,,<11,<11,<11,
02/05/22,Calaveras,,,,,,,,,,,,<11,<11,<11,
02/12/22,Calaveras,,,,,,,,,,,,0,0,0,
02/19/22,Calaveras,,,,,,,,,,,,0,0,0,
02/26/22,Calaveras,,,,,,,,,,,,0,0,0,
03/05/22,Calaveras,,,,,,,,,,,,0,<11,0,
03/12/22,Calaveras,,,,,,,,,,,,0,0,<11,
03/19/22,Calaveras,,,,,,,,,,,,0,0,0,
03/26/22,Calaveras,,,,,,,,,,,,0,0,0,
07/25/20,Colusa,Colusa County Jail,57,0,0,0,0,0,0,0,0,,,,,
08/01/20,Colusa,Colusa County Jail,57,0,0,0,0,0,0,0,0,,,,,
08/08/20,Colusa,Colusa County Jail,56,0,0,0,0,0,0,0,0,,,,,
08/15/20,Colusa,Colusa County Jail,61,0,0,0,,0,0,0,0,,,,,
08/22/20,Colusa,Colusa County Jail,63,0,0,,0,0,0,0,0,,,,,
08/29/20,Colusa,Colusa County Jail,61,0,0,0,0,0,0,0,0,,,,,
09/05/20,Colusa,Colusa County Jail,69,0,0,0,0,0,0,0,0,,,,,
09/12/20,Colusa,Colusa County Jail,65,0,0,0,0,0,0,0,0,,,,,
09/19/20,Colusa,Colusa County Jail,62,0,0,0,0,0,0,0,0,,,,,
09/26/20,Colusa,Colusa County Jail,58,<11,0,0,0,0,0,0,0,,,,,
10/03/20,Colusa,Colusa County Jail,59,<11,0,0,0,0,0,0,0,,,,,
10/10/20,Colusa,Colusa County Jail,63,0,0,0,0,0,0,0,0,,,,,
10/17/20,Colusa,Colusa County Jail,61,0,0,0,0,0,0,0,0,,,,,
10/24/20,Colusa,Colusa County Jail,61,16,0,0,0,0,0,0,0,The increase in tests is due to inmates being tested who are awaiting transport to prison.,,,,
10/31/20,Colusa,Colusa County Jail,44,0,0,0,0,0,0,0,0,Number is in custody is down due to 15 inmates pending CDCR delivery were transported during this reporting period.,,,,
11/07/20,Colusa,Colusa County Jail,46,0,0,0,0,0,0,0,0,,,,,
11/14/20,Colusa,Colusa County Jail,51,<11,0,0,0,0,0,0,0,,,,,
11/21/20,Colusa,Colusa County Jail,41,0,0,0,0,0,0,0,0,,,,,
11/28/20,Colusa,Colusa County Jail,41,0,0,0,0,0,0,0,0,,,,,
12/05/20,Colusa,Colusa County Jail,44,0,0,0,0,0,0,0,0,,,,,
12/12/20,Colusa,Colusa County Jail,38,0,0,0,0,0,0,0,0,,,,,
12/19/20,Colusa,Colusa County Jail,38,0,0,0,0,0,0,0,0,,,,,
12/26/20,Colusa,Colusa County Jail,35,0,0,0,0,0,0,0,0,,,,,
01/02/21,Colusa,Colusa County Jail,39,0,0,0,0,0,0,0,0,,,,,
01/09/21,Colusa,Colusa County Jail,38,0,0,0,0,0,0,0,0,,,,,
01/16/21,Colusa,Colusa County Jail,40,0,0,0,0,0,0,0,0,,,,,
01/23/21,Colusa,Colusa County Jail,34,0,0,0,0,0,0,0,0,,,,,
01/30/21,Colusa,Colusa County Jail,38,0,0,0,0,0,0,0,0,,,,,
02/06/21,Colusa,Colusa County Jail,39,0,0,0,0,0,0,0,0,,,,,
02/13/21,Colusa,Colusa County Jail,41,<11,0,0,0,0,0,0,0,,,,,
02/20/21,Colusa,Colusa County Jail,46,<11,0,0,0,0,0,0,0,,,,,
02/27/21,Colusa,Colusa County Jail,48,<11,0,0,0,0,0,0,0,,,,,
03/06/21,Colusa,Colusa County Jail,49,0,0,0,0,0,0,0,0,,,,,
03/13/21,Colusa,Colusa County Jail,52,<11,0,0,0,0,0,0,0,,,,,
03/20/21,Colusa,Colusa County Jail,51,<11,0,0,0,0,0,0,0,,,,,
03/27/21,Colusa,Colusa County Jail,51,<11,0,0,0,0,0,0,0,,,,,
04/03/21,Colusa,Colusa County Jail,52,0,0,0,0,0,0,0,0,,,,,
04/10/21,Colusa,Colusa County Jail,53,<11,0,0,0,0,0,0,0,,,,,
